Nome Parlamentar;Partido;UF;Titular/Suplente/Efetivado;Endereço;Anexo;Endereço (continuação);Gabinete;Endereço (complemento);Telefone;Fax;Mês Aniversário;Dia Aniversário;Correio Eletrônico;Nome sem Acento;Tratamento;Nome Civil;PEC135/19
Olival Marques;DEM;PA;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;382;Brasília - DF - CEP 70160-900;3215-5382;3215-2382;1;9;dep.olivalmarques@camara.leg.br;Olival Marques;Exmo. Senhor Deputado;OLIVAL HENRIQUE MARQUES DE SOUZA;1
Orlando Silva;PCdoB;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;923;Brasília - DF - CEP 70160-900;3215-5923;3215-2923;5;27;dep.orlandosilva@camara.leg.br;Orlando Silva;Exmo. Senhor Deputado;ORLANDO SILVA DE JESUS JUNIOR;0
Osires Damaso;PSC;TO;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;474;Brasília - DF - CEP 70160-900;3215-5474;3215-2474;4;16;dep.osiresdamaso@camara.leg.br;Osires Damaso;Exmo. Senhor Deputado;OSIRES RODRIGUES DAMASO;1
Osmar Terra;MDB;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;927;Brasília - DF - CEP 70160-900;3215-5927;3215-2927;2;18;dep.osmarterra@camara.leg.br;Osmar Terra;Exmo. Senhor Deputado;OSMAR GASPARINI TERRA;1
Ossesio Silva;REPUBLICANOS;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;328;Brasília - DF - CEP 70160-900;3215-5328;3215-2328;12;9;dep.ossesiosilva@camara.leg.br;Ossesio Silva;Exmo. Senhor Deputado;OSSESIO JOSE DA SILVA;1
Otoni de Paula;PSC;RJ;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;484;Brasília - DF - CEP 70160-900;3215-5484;3215-2484;11;22;dep.otonidepaula@camara.leg.br;Otoni de Paula;Exmo. Senhor Deputado;OTONI MOURA DE PAULO JUNIOR;1
Ottaci Nascimento;SOLIDARIEDADE;RR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;521;Brasília - DF - CEP 70160-900;3215-5521;3215-2521;8;18;dep.ottacinascimento@camara.leg.br;Ottaci Nascimento;Exmo. Senhor Deputado;JOSE OTACI BARROSO DO NASCIMENTO;1
Otto Alencar Filho;PSD;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;444;Brasília - DF - CEP 70160-900;3215-5444;3215-2444;7;7;dep.ottoalencarfilho@camara.leg.br;Otto Alencar Filho;Exmo. Senhor Deputado;OTTO ROBERTO MENDONÇA DE ALENCAR FILHO;0
Padre João;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;743;Brasília - DF - CEP 70160-900;3215-5743;3215-2743;2;28;dep.padrejoao@camara.leg.br;Padre Joao;Exmo. Senhor Deputado;JOÃO CARLOS SIQUEIRA;0
Pastor Eurico;PATRIOTA;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;906;Brasília - DF - CEP 70160-900;3215-5906;3215-2906;9;12;dep.pastoreurico@camara.leg.br;Pastor Eurico;Exmo. Senhor Deputado;FRANCISCO EURICO DA SILVA;1
Pastor Gil;PL;MA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;660;Brasília - DF - CEP 70160-900;3215-5660;3215-2660;11;8;dep.pastorgil@camara.leg.br;Pastor Gil;Exmo. Senhor Deputado;GILDENEMIR DE LIMA SOUSA;1
Pastor Sargento Isidório;AVANTE;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;817;Brasília - DF - CEP 70160-900;3215-5817;3215-2817;7;28;dep.pastorsargentoisidorio@camara.leg.br;Pastor Sargento Isidorio;Exmo. Senhor Deputado;MANOEL ISIDORIO DE SANTANA JUNIOR;
Patrus Ananias;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;720;Brasília - DF - CEP 70160-900;3215-5720;3215-2720;1;26;dep.patrusananias@camara.leg.br;Patrus Ananias;Exmo. Senhor Deputado;PATRUS ANANIAS DE SOUZA;0
Paula Belmonte;CIDADANIA;DF;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;440;Brasília - DF - CEP 70160-900;3215-5440;3215-2440;6;23;dep.paulabelmonte@camara.leg.br;Paula Belmonte;Exma. Senhora Deputada;PAULA MORENO PARO BELMONTE;1
Paulão;PT;AL;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;366;Brasília - DF - CEP 70160-900;3215-5366;3215-2366;9;15;dep.paulao@camara.leg.br;Paulao;Exmo. Senhor Deputado;PAULO FERNANDO DOS SANTOS;0
Paulo Abi-Ackel;PSDB;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;718;Brasília - DF - CEP 70160-900;3215-5718;3215-2718;6;21;dep.pauloabiackel@camara.leg.br;Paulo Abi-Ackel;Exmo. Senhor Deputado;PAULO ABI-ACKEL;
Paulo Azi;DEM;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;422;Brasília - DF - CEP 70160-900;3215-5422;3215-2422;1;14;dep.pauloazi@camara.leg.br;Paulo Azi;Exmo. Senhor Deputado;PAULO VELLOSO DANTAS AZI;
Paulo Bengtson;PTB;PA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;505;Brasília - DF - CEP 70160-900;3215-5505;3215-2505;1;6;dep.paulobengtson@camara.leg.br;Paulo Bengtson;Exmo. Senhor Deputado;PAULO EDUARDO MAESTRI BENGTSON;1
Paulo Eduardo Martins;PSC;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;233;Brasília - DF - CEP 70160-900;3215-5233;3215-2233;4;20;dep.pauloeduardomartins@camara.leg.br;Paulo Eduardo Martins;Exmo. Senhor Deputado;PAULO EDUARDO LIMA MARTINS;1
Paulo Freire Costa;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;416;Brasília - DF - CEP 70160-900;3215-5416;3215-2416;2;14;dep.paulofreirecosta@camara.leg.br;Paulo Freire Costa;Exmo. Senhor Deputado;PAULO ROBERTO FREIRE DA COSTA;
Paulo Ganime;NOVO;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;230;Brasília - DF - CEP 70160-900;3215-5230;3215-2230;4;19;dep.pauloganime@camara.leg.br;Paulo Ganime;Exmo. Senhor Deputado;PAULO GUSTAVO GANIME ALVES TEIXEIRA;1
Paulo Guedes;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;833;Brasília - DF - CEP 70160-900;3215-5833;3215-2833;10;1;dep.pauloguedes@camara.leg.br;Paulo Guedes;Exmo. Senhor Deputado;PAULO JOSE CARLOS GUEDES;0
Paulo Magalhães;PSD;BA;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;903;Brasília - DF - CEP 70160-900;3215-5903;3215-2903;11;28;dep.paulomagalhaes@camara.leg.br;Paulo Magalhaes;Exmo. Senhor Deputado;PAULO SÉRGIO PARANHOS DE MAGALHÃES;0
Paulo Pereira da Silva;SOLIDARIEDADE;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;217;Brasília - DF - CEP 70160-900;3215-5217;3215-2217;2;24;dep.paulopereiradasilva@camara.leg.br;Paulo Pereira da Silva;Exmo. Senhor Deputado;PAULO PEREIRA DA SILVA;0
Paulo Pimenta;PT;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;552;Brasília - DF - CEP 70160-900;3215-5552;3215-2552;3;19;dep.paulopimenta@camara.leg.br;Paulo Pimenta;Exmo. Senhor Deputado;PAULO ROBERTO SEVERO PIMENTA;0
Paulo Ramos;PDT;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;804;Brasília - DF - CEP 70160-900;3215-5804;3215-2804;10;18;dep.pauloramos@camara.leg.br;Paulo Ramos;Exmo. Senhor Deputado;Paulo Sérgio Ramos Barboza;0
Paulo Teixeira;PT;SP;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;281;Brasília - DF - CEP 70160-900;3215-5281;3215-2281;5;6;dep.pauloteixeira@camara.leg.br;Paulo Teixeira;Exmo. Senhor Deputado;LUIZ PAULO TEIXEIRA FERREIRA;0
Paulo Vicente Caleffi;PSD;RS;S;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;971;Brasília - DF - CEP 70160-900;3215-5971;3215-2971;8;17;dep.paulovicentecaleffi@camara.leg.br;Paulo Vicente Caleffi;Exmo. Senhor Deputado;PAULO VICENTE CALEFFI;1
Pedro Augusto Bezerra;PTB;CE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;413;Brasília - DF - CEP 70160-900;3215-5413;3215-2413;10;11;dep.pedroaugustobezerra@camara.leg.br;Pedro Augusto Bezerra;Exmo. Senhor Deputado;PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES;0
Pedro Augusto Palareti;PSD;RJ;E;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;284;Brasília - DF - CEP 70160-900;3215-5284;3215-2284;5;8;dep.pedroaugustopalareti@camara.leg.br;Pedro Augusto Palareti;Exmo. Senhor Deputado;PEDRO AUGUSTO PALARETI;0
Pedro Cunha Lima;PSDB;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;810;Brasília - DF - CEP 70160-900;3215-5810;3215-2810;8;15;dep.pedrocunhalima@camara.leg.br;Pedro Cunha Lima;Exmo. Senhor Deputado;PEDRO OLIVEIRA CUNHA LIMA;0
Pedro Lucas Fernandes;PTB;MA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;814;Brasília - DF - CEP 70160-900;3215-5814;3215-2814;11;1;dep.pedrolucasfernandes@camara.leg.br;Pedro Lucas Fernandes;Exmo. Senhor Deputado;PEDRO LUCAS ANDRADE FERNANDES RIBEIRO;0
Pedro Lupion;DEM;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;812;Brasília - DF - CEP 70160-900;3215-5812;3215-2812;6;4;dep.pedrolupion@camara.leg.br;Pedro Lupion;Exmo. Senhor Deputado;PEDRO DEBONI LUPION MELLO;1
Pedro Uczai;PT;SC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;229;Brasília - DF - CEP 70160-900;3215-5229;3215-2229;3;10;dep.pedrouczai@camara.leg.br;Pedro Uczai;Exmo. Senhor Deputado;PEDRO FRANCISCO UCZAI;0
Pedro Vilela;PSDB;AL;E;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;271;Brasília - DF - CEP 70160-900;3215-5271;3215-2271;5;1;dep.pedrovilela@camara.leg.br;Pedro Vilela;Exmo. Senhor Deputado;PEDRO TORRES BRANDÃO VILELA;1
Pedro Westphalen;PP;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;526;Brasília - DF - CEP 70160-900;3215-5526;3215-2526;12;19;dep.pedrowestphalen@camara.leg.br;Pedro Westphalen;Exmo. Senhor Deputado;PEDRO BANDARRA WESTPHALEN;
Perpétua Almeida;PCdoB;AC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;310;Brasília - DF - CEP 70160-900;3215-5310;3215-2310;12;28;dep.perpetuaalmeida@camara.leg.br;Perpetua Almeida;Exma. Senhora Deputada;MARIA PERPÉTUA DE ALMEIDA;0
Pinheirinho;PP;MG;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;584;Brasília - DF - CEP 70160-900;3215-5584;3215-2584;5;30;dep.pinheirinho@camara.leg.br;Pinheirinho;Exmo. Senhor Deputado;ANTÔNIO PINHEIRO NETO;
Policial Katia Sastre;PL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;428;Brasília - DF - CEP 70160-900;3215-5428;3215-2428;4;4;dep.policialkatiasastre@camara.leg.br;Policial Katia Sastre;Exma. Senhora Deputada;KATIA DA SILVA SASTRE;1
Pompeo de Mattos;PDT;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;704;Brasília - DF - CEP 70160-900;3215-5704;3215-2704;7;12;dep.pompeodemattos@camara.leg.br;Pompeo de Mattos;Exmo. Senhor Deputado;DARCI POMPEO DE MATTOS;1
Pr. Marco Feliciano;REPUBLICANOS;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;254;Brasília - DF - CEP 70160-900;3215-5254;3215-2254;10;12;dep.pr.marcofeliciano@camara.leg.br;Pr. Marco Feliciano;Exmo. Senhor Deputado;MARCO ANTÔNIO FELICIANO;1
Professor Alcides;PP;GO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;441;Brasília - DF - CEP 70160-900;3215-5441;3215-2441;10;25;dep.professoralcides@camara.leg.br;Professor Alcides;Exmo. Senhor Deputado;ALCIDES RIBEIRO FILHO;1
Professor Israel Batista;PV;DF;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;854;Brasília - DF - CEP 70160-900;3215-5854;3215-2854;5;2;dep.professorisraelbatista@camara.leg.br;Professor Israel Batista;Exmo. Senhor Deputado;ISRAEL MATOS BATISTA;0
Professor Joziel;PSL;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;929;Brasília - DF - CEP 70160-900;3215-5929;3215-2929;4;22;dep.professorjoziel@camara.leg.br;Professor Joziel;Exmo. Senhor Deputado;JOZIEL FERREIRA CARLOS;1
Professora Dayane Pimentel;PSL;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;348;Brasília - DF - CEP 70160-900;3215-5348;3215-2348;1;30;dep.professoradayanepimentel@camara.leg.br;Professora Dayane Pimentel;Exma. Senhora Deputada;DAYANE JAMILLE CARNEIRO DOS SANTOS PIMENTEL;0
Professora Dorinha Seabra Rezende;DEM;TO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;432;Brasília - DF - CEP 70160-900;3215-5432;3215-2432;10;1;dep.professoradorinhaseabrarezende@camara.leg.br;Professora Dorinha Seabra Rezende;Exma. Senhora Deputada;MARIA AUXILIADORA SEABRA REZENDE;0
Professora Marcivania;PCdoB;AP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;338;Brasília - DF - CEP 70160-900;3215-5338;3215-2338;6;21;dep.professoramarcivania@camara.leg.br;Professora Marcivania;Exma. Senhora Deputada;MARCIVANIA DO SOCORRO DA ROCHA FLEXA;0
Professora Rosa Neide;PT;MT;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;371;Brasília - DF - CEP 70160-900;3215-5371;3215-2371;8;8;dep.professorarosaneide@camara.leg.br;Professora Rosa Neide;Exma. Senhora Deputada;ROSA NEIDE SANDES DE ALMEIDA;0
Rafael Motta;PSB;RN;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;626;Brasília - DF - CEP 70160-900;3215-5626;3215-2626;8;15;dep.rafaelmotta@camara.leg.br;Rafael Motta;Exmo. Senhor Deputado;RAFAEL HUETE DA MOTTA;0
Raimundo Costa;PL;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;226;Brasília - DF - CEP 70160-900;3215-5226;3215-2226;3;9;dep.raimundocosta@camara.leg.br;Raimundo Costa;Exmo. Senhor Deputado;RAIMUNDO MAGALHÃES COSTA;0
Raul Henry;MDB;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;707;Brasília - DF - CEP 70160-900;3215-5707;3215-2707;6;6;dep.raulhenry@camara.leg.br;Raul Henry;Exmo. Senhor Deputado;RAUL JEAN LOUIS HENRY JÚNIOR;0
Reginaldo Lopes;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;426;Brasília - DF - CEP 70160-900;3215-5426;3215-2426;4;2;dep.reginaldolopes@camara.leg.br;Reginaldo Lopes;Exmo. Senhor Deputado;REGINALDO LÁZARO DE OLIVEIRA LOPES;0
Reinhold Stephanes Junior;PSD;PR;S;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;221;Brasília - DF - CEP 70160-900;3215-5221;3215-2221;7;26;dep.reinholdstephanesjunior@camara.leg.br;Reinhold Stephanes Junior;Exmo. Senhor Deputado;REINHOLD STEPHANES JUNIOR;1
Rejane Dias;PT;PI;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;624;Brasília - DF - CEP 70160-900;3215-5624;3215-2624;9;4;dep.rejanedias@camara.leg.br;Rejane Dias;Exma. Senhora Deputada;REJANE RIBEIRO SOUSA DIAS;0
Renata Abreu;PODE;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;717;Brasília - DF - CEP 70160-900;3215-5717;3215-2717;4;15;dep.renataabreu@camara.leg.br;Renata Abreu;Exma. Senhora Deputada;RENATA HELLMEISTER DE ABREU;1
Renildo Calheiros;PCdoB;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;915;Brasília - DF - CEP 70160-900;3215-5915;3215-2915;4;20;dep.renildocalheiros@camara.leg.br;Renildo Calheiros;Exmo. Senhor Deputado;RENILDO VASCONCELOS CALHEIROS;0
Ricardo Barros;PP;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;412;Brasília - DF - CEP 70160-900;3215-5412;3215-2412;11;15;dep.ricardobarros@camara.leg.br;Ricardo Barros;Exmo. Senhor Deputado;RICARDO JOSÉ MAGALHÃES BARROS;1
Ricardo da Karol;PSC;RJ;E;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;274;Brasília - DF - CEP 70160-900;3215-5274;3215-2274;10;27;dep.ricardodakarol@camara.leg.br;Ricardo da Karol;Exmo. Senhor Deputado;RICARDO CORREA DE BARROS;1
Ricardo Guidi;PSD;SC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;407;Brasília - DF - CEP 70160-900;3215-5407;3215-2407;9;28;dep.ricardoguidi@camara.leg.br;Ricardo Guidi;Exmo. Senhor Deputado;RICARDO ZANATTA GUIDI;1
Ricardo Izar;PP;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;634;Brasília - DF - CEP 70160-900;3215-5634;3215-2634;8;1;dep.ricardoizar@camara.leg.br;Ricardo Izar;Exmo. Senhor Deputado;RICARDO IZAR JUNIOR;1
Ricardo Silva;PSB;SP;E;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;904;Brasília - DF - CEP 70160-900;3215-5904;3215-2904;9;1;dep.ricardosilva@camara.leg.br;Ricardo Silva;Exmo. Senhor Deputado;RICARDO AUGUSTO MACHADO DA SILVA;1
Ricardo Teobaldo;PODE;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;603;Brasília - DF - CEP 70160-900;3215-5603;3215-2603;10;18;dep.ricardoteobaldo@camara.leg.br;Ricardo Teobaldo;Exmo. Senhor Deputado;RICARDO TEOBALDO CAVALCANTI;1
Roberto Alves;REPUBLICANOS;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;946;Brasília - DF - CEP 70160-900;3215-5946;3215-2946;5;27;dep.robertoalves@camara.leg.br;Roberto Alves;Exmo. Senhor Deputado;BENEDITO ROBERTO ALVES FERREIRA;1
Roberto de Lucena;PODE;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;235;Brasília - DF - CEP 70160-900;3215-5235;3215-2235;4;18;dep.robertodelucena@camara.leg.br;Roberto de Lucena;Exmo. Senhor Deputado;ROBERTO ALVES DE LUCENA;
Rodrigo Agostinho;PSB;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;801;Brasília - DF - CEP 70160-900;3215-5801;3215-2801;12;12;dep.rodrigoagostinho@camara.leg.br;Rodrigo Agostinho;Exmo. Senhor Deputado;RODRIGO ANTONIO DE AGOSTINHO MENDONÇA;0
Rodrigo Coelho;PSB;SC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;329;Brasília - DF - CEP 70160-900;3215-5329;3215-2329;6;29;dep.rodrigocoelho@camara.leg.br;Rodrigo Coelho;Exmo. Senhor Deputado;RODRIGO COELHO;1
Rodrigo de Castro;PSDB;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;701;Brasília - DF - CEP 70160-900;3215-5701;3215-2701;7;15;dep.rodrigodecastro@camara.leg.br;Rodrigo de Castro;Exmo. Senhor Deputado;RODRIGO BATISTA DE CASTRO;0
Rodrigo Maia;S.PART.;RJ;T;Câmara dos Deputados, Edifício Anexo;0;, gabinete nº;5;Brasília - DF - CEP 70160-900;3215-5975;3215-2975;6;12;dep.rodrigomaia@camara.leg.br;Rodrigo Maia;Exmo. Senhor Deputado;RODRIGO FELINTO IBARRA EPITÁCIO MAIA;0
Rogério Correia;PT;MG;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;614;Brasília - DF - CEP 70160-900;3215-5614;3215-2614;1;11;dep.rogeriocorreia@camara.leg.br;Rogerio Correia;Exmo. Senhor Deputado;ROGÉRIO CORREIA DE MOURA BAPTISTA;0
Rogério Peninha Mendonça;MDB;SC;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;656;Brasília - DF - CEP 70160-900;3215-5656;3215-2656;1;27;dep.rogeriopeninhamendonca@camara.leg.br;Rogerio Peninha Mendonca;Exmo. Senhor Deputado;ROGÉRIO MENDONÇA;1
Roman;PATRIOTA;PR;S;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;575;Brasília - DF - CEP 70160-900;3215-5575;3215-2575;3;3;dep.roman@camara.leg.br;Roman;Exmo. Senhor Deputado;EVANDRO ROGERIO ROMAN;1
Ronaldo Carletto;PP;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;262;Brasília - DF - CEP 70160-900;3215-5262;3215-2262;1;5;dep.ronaldocarletto@camara.leg.br;Ronaldo Carletto;Exmo. Senhor Deputado;RONALDO CARLETTO;
Rosana Valle;PSB;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;529;Brasília - DF - CEP 70160-900;3215-5529;3215-2529;5;8;dep.rosanavalle@camara.leg.br;Rosana Valle;Exma. Senhora Deputada;ROSANA DE OLIVEIRA VALLE;1
Rosangela Gomes;REPUBLICANOS;RJ;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;438;Brasília - DF - CEP 70160-900;3215-5438;3215-2438;12;27;dep.rosangelagomes@camara.leg.br;Rosangela Gomes;Exma. Senhora Deputada;ROSANGELA DE SOUZA GOMES;1
Rose Modesto;PSDB;MS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;414;Brasília - DF - CEP 70160-900;3215-5414;3215-2414;2;20;dep.rosemodesto@camara.leg.br;Rose Modesto;Exma. Senhora Deputada;ROSIANE MODESTO  DE OLIVEIRA;1
Rossoni;PSDB;PR;E;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;287;Brasília - DF - CEP 70160-900;3215-5287;3215-2287;11;23;dep.rossoni@camara.leg.br;Rossoni;Exmo. Senhor Deputado;VALDIR LUIZ ROSSONI;1
Rubens Bueno;CIDADANIA;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;916;Brasília - DF - CEP 70160-900;3215-5916;3215-2916;5;23;dep.rubensbueno@camara.leg.br;Rubens Bueno;Exmo. Senhor Deputado;RUBENS BUENO;0
Rubens Otoni;PT;GO;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;501;Brasília - DF - CEP 70160-900;3215-5501;3215-2501;2;6;dep.rubensotoni@camara.leg.br;Rubens Otoni;Exmo. Senhor Deputado;RUBENS OTONI GOMIDE;0
Rubens Pereira Júnior;PCdoB;MA;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;370;Brasília - DF - CEP 70160-900;3215-5370;3215-2370;3;16;dep.rubenspereirajunior@camara.leg.br;Rubens Pereira Junior;Exmo. Senhor Deputado;RUBENS PEREIRA E SILVA JUNIOR;0
Rui Falcão;PT;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;819;Brasília - DF - CEP 70160-900;3215-5819;3215-2819;11;26;dep.ruifalcao@camara.leg.br;Rui Falcao;Exmo. Senhor Deputado;RUI GOETHE DA COSTA FALCÃO;0
Ruy Carneiro;PSDB;PB;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;536;Brasília - DF - CEP 70160-900;3215-5536;3215-2536;8;17;dep.ruycarneiro@camara.leg.br;Ruy Carneiro;Exmo. Senhor Deputado;RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR;1
Sâmia Bomfim;PSOL;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;623;Brasília - DF - CEP 70160-900;3215-5623;3215-2623;8;22;dep.samiabomfim@camara.leg.br;Samia Bomfim;Exma. Senhora Deputada;SAMIA DE SOUZA BOMFIM;
Samuel Moreira;PSDB;SP;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;921;Brasília - DF - CEP 70160-900;3215-5921;3215-2921;2;9;dep.samuelmoreira@camara.leg.br;Samuel Moreira;Exmo. Senhor Deputado;SAMUEL MOREIRA DA SILVA JUNIOR;0
Sanderson;PSL;RS;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;354;Brasília - DF - CEP 70160-900;3215-5354;3215-2354;12;1;dep.sanderson@camara.leg.br;Sanderson;Exmo. Senhor Deputado;UBIRATAN ANTUNES SANDERSON;1
Sargento Fahur;PSD;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;858;Brasília - DF - CEP 70160-900;3215-5858;3215-2858;11;6;dep.sargentofahur@camara.leg.br;Sargento Fahur;Exmo. Senhor Deputado;GILSON CARDOSO FAHUR;1
Sebastião Oliveira;AVANTE;PE;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;225;Brasília - DF - CEP 70160-900;3215-5225;3215-2225;8;31;dep.sebastiaooliveira@camara.leg.br;Sebastiao Oliveira;Exmo. Senhor Deputado;SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR;0
Sérgio Brito;PSD;BA;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;638;Brasília - DF - CEP 70160-900;3215-5638;3215-2638;6;8;dep.sergiobrito@camara.leg.br;Sergio Brito;Exmo. Senhor Deputado;SÉRGIO LUÍS LACERDA BRITO;0
Sergio Souza;MDB;PR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;702;Brasília - DF - CEP 70160-900;3215-5702;3215-2702;3;13;dep.sergiosouza@camara.leg.br;Sergio Souza;Exmo. Senhor Deputado;SERGIO DE SOUZA;1
Sergio Toledo;PL;AL;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;539;Brasília - DF - CEP 70160-900;3215-5539;3215-2539;1;29;dep.sergiotoledo@camara.leg.br;Sergio Toledo;Exmo. Senhor Deputado;SERGIO TOLEDO DE ALBUQUERQUE;0
Severino Pessoa;REPUBLICANOS;AL;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;871;Brasília - DF - CEP 70160-900;3215-5871;3215-2871;2;6;dep.severinopessoa@camara.leg.br;Severino Pessoa;Exmo. Senhor Deputado;SEVERINO DE LIRA PESSÔA;1
Shéridan;PSDB;RR;T;Câmara dos Deputados, Edifício Anexo;4;, gabinete nº;246;Brasília - DF - CEP 70160-900;3215-5246;3215-2246;4;11;dep.sheridan@camara.leg.br;Sheridan;Exma. Senhora Deputada;SHÉRIDAN ESTÉRFANY OLIVEIRA;1
Sidney Leite;PSD;AM;T;Câmara dos Deputados, Edifício Anexo;3;, gabinete nº;266;Brasília - DF - CEP 70160-900;3215-5266;3215-2266;4;8;dep.sidneyleite@camara.leg.br;Sidney Leite;Exmo. Senhor Deputado;SIDNEY RICARDO DE OLIVEIRA LEITE;0
